site.sp,sp,site,median.coeff,ind95,ind80,cont,rls,mass,class,guild,sitesp,nyears,Category,T75_Loss_SampleArea_Ha,T75_Loss_SampleArea_Pct,T75_Loss_SampleArea_Ha_Round,T75_Loss_SampleArea_Pct_Round,T75_Loss_ZOI_Ha,T75_Loss_ZOI_Pct,T75_Loss_ZOI_Ha_Round,T75_Loss_ZOI_Pct_Round,poaching_level,protection_level,site_type
Neomorphus geoffroyi-YAN,Neomorphus geoffroyi,YAN,3.70E-16,stable,stable,LA,LC,350,AVES,Omnivore,Neomorphus geoffroyi-YAN,3,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,low,good,remote
Neomorphus geoffroyi-YAS,Neomorphus geoffroyi,YAS,-0.249256079,stable,stable,LA,LC,350,AVES,Omnivore,Neomorphus geoffroyi-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Nesomys rufus-RNF,Nesomys rufus,RNF,-0.49590591,decreasing,decreasing,AF,LC,163,MAMMALIA,Herbivore,Nesomys rufus-RNF,4,III,49.44455469,0.352613898,49,0.35,6935.974391,7.854582763,6936,7.85,low,fair,settled
Nesotragus moschatus-UDZ,Nesotragus moschatus,UDZ,0.060517034,stable,increasing,AF,LC,6499,MAMMALIA,Herbivore,Nesotragus moschatus-UDZ,5,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,low,good,extractive
Nothocercus bonapartei-VB,Nothocercus bonapartei,VB,0.127893513,stable,stable,LA,LC,925,AVES,Omnivore,Nothocercus bonapartei-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Nothocrax urumutum-YAS,Nothocrax urumutum,YAS,-0.006862115,stable,stable,LA,LC,1700,AVES,Herbivore,Nothocrax urumutum-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Numida meleagris-RNF,Numida meleagris,RNF,0,stable,stable,AF,LC,1375,AVES,Omnivore,Numida meleagris-RNF,4,III,49.44455469,0.352613898,49,0.35,6935.974391,7.854582763,6936,7.85,low,fair,settled
Odocoileus virginianus-BCI,Odocoileus virginianus,BCI,0.046856848,stable,stable,LA,LC,55509,MAMMALIA,Herbivore,Odocoileus virginianus-BCI,4,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,low,fair,extractive
Odocoileus virginianus-CSN,Odocoileus virginianus,CSN,-0.175618037,stable,stable,LA,LC,55509,MAMMALIA,Herbivore,Odocoileus virginianus-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Odocoileus virginianus-VB,Odocoileus virginianus,VB,0.319905263,stable,stable,LA,LC,55509,MAMMALIA,Herbivore,Odocoileus virginianus-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Odontophorus gujanensis-BCI,Odontophorus gujanensis,BCI,-0.425039756,stable,stable,LA,NT,280,AVES,Omnivore,Odontophorus gujanensis-BCI,4,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,low,fair,extractive
Odontophorus gujanensis-CSN,Odontophorus gujanensis,CSN,-0.286332074,stable,decreasing,LA,NT,280,AVES,Omnivore,Odontophorus gujanensis-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Odontophorus gujanensis-MAN,Odontophorus gujanensis,MAN,22.7312816,stable,stable,LA,NT,280,AVES,Omnivore,Odontophorus gujanensis-MAN,2,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,low,poor,extractive
Odontophorus gujanensis-YAS,Odontophorus gujanensis,YAS,-0.021638057,stable,stable,LA,NT,280,AVES,Omnivore,Odontophorus gujanensis-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Odontophorus leucolaemus-VB,Odontophorus leucolaemus,VB,-0.127893513,stable,stable,LA,LC,275,AVES,Omnivore,Odontophorus leucolaemus-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Odontophorus stellatus-COU,Odontophorus stellatus,COU,0.264713926,stable,stable,LA,LC,295,AVES,Omnivore,Odontophorus stellatus-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Orycteropus afer-NNN,Orycteropus afer,NNN,0.134523287,stable,stable,AF,LC,52350,MAMMALIA,Insectivore,Orycteropus afer-NNN,5,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,low,fair,remote
Paguma larvata-BBS,Paguma larvata,BBS,-0.168206634,stable,stable,AS,LC,4300,MAMMALIA,Insectivore,Paguma larvata-BBS,4,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,low,fair,settled
Paguma larvata-PSH,Paguma larvata,PSH,3.44E-16,stable,stable,AS,LC,4300,MAMMALIA,Insectivore,Paguma larvata-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Pan troglodytes-BIF,Pan troglodytes,BIF,0.047417658,stable,stable,AF,EN,45000,MAMMALIA,Omnivore,Pan troglodytes-BIF,4,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,low,fair,settled
Pan troglodytes-NNN,Pan troglodytes,NNN,-0.10013963,stable,stable,AF,EN,45000,MAMMALIA,Omnivore,Pan troglodytes-NNN,5,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,low,fair,remote
Panthera onca-CAX,Panthera onca,CAX,-0.035895528,stable,stable,LA,NT,1.00E+05,MAMMALIA,Carnivore,Panthera onca-CAX,3,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,low,good,remote
Panthera onca-COU,Panthera onca,COU,-0.072771844,stable,stable,LA,NT,1.00E+05,MAMMALIA,Carnivore,Panthera onca-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Panthera onca-CSN,Panthera onca,CSN,-0.244040378,stable,decreasing,LA,NT,1.00E+05,MAMMALIA,Carnivore,Panthera onca-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Panthera onca-MAN,Panthera onca,MAN,0.767255153,stable,stable,LA,NT,1.00E+05,MAMMALIA,Carnivore,Panthera onca-MAN,2,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,low,poor,extractive
Panthera onca-VB,Panthera onca,VB,0.173196776,stable,stable,LA,NT,1.00E+05,MAMMALIA,Carnivore,Panthera onca-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Panthera onca-YAN,Panthera onca,YAN,0.540480498,stable,increasing,LA,NT,1.00E+05,MAMMALIA,Carnivore,Panthera onca-YAN,3,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,low,good,remote
Panthera onca-YAS,Panthera onca,YAS,0.46095867,increasing,increasing,LA,NT,1.00E+05,MAMMALIA,Carnivore,Panthera onca-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Panthera pardus-NNN,Panthera pardus,NNN,-0.053977427,stable,stable,AF,NT,55615,MAMMALIA,Carnivore,Panthera pardus-NNN,5,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,low,fair,remote
Panthera pardus-PSH,Panthera pardus,PSH,-0.843476913,stable,stable,AS,NT,55615,MAMMALIA,Carnivore,Panthera pardus-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Panthera pardus-UDZ,Panthera pardus,UDZ,-1.14E-16,stable,stable,AF,NT,55615,MAMMALIA,Carnivore,Panthera pardus-UDZ,5,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,low,good,extractive
Panthera tigris-BBS,Panthera tigris,BBS,0.068668749,stable,stable,AS,EN,162564,MAMMALIA,Carnivore,Panthera tigris-BBS,4,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,low,fair,settled
Papio anubis-BIF,Papio anubis,BIF,-0.129917338,stable,decreasing,AF,LC,21250,MAMMALIA,Omnivore,Papio anubis-BIF,4,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,low,fair,settled
Papio cynocephalus-UDZ,Papio cynocephalus,UDZ,-0.323578016,stable,stable,AF,LC,18400,MAMMALIA,Omnivore,Papio cynocephalus-UDZ,5,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,low,good,extractive
Paradoxurus hermaphroditus-NAK,Paradoxurus hermaphroditus,NAK,0.076041419,stable,stable,AS,LC,3200,MAMMALIA,Omnivore,Paradoxurus hermaphroditus-NAK,4,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,high,fair,settled
Paraxerus vexillarius-UDZ,Paraxerus vexillarius,UDZ,-0.07392028,stable,decreasing,AF,NT,675,MAMMALIA,Herbivore,Paraxerus vexillarius-UDZ,5,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,low,good,extractive
Pardofelis marmorata-BBS,Pardofelis marmorata,BBS,-0.13571061,stable,stable,AS,VU,2459,MAMMALIA,Carnivore,Pardofelis marmorata-BBS,4,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,low,fair,settled
Pardofelis marmorata-NAK,Pardofelis marmorata,NAK,-0.354204394,stable,stable,AS,VU,2459,MAMMALIA,Carnivore,Pardofelis marmorata-NAK,4,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,high,fair,settled
Pardofelis marmorata-PSH,Pardofelis marmorata,PSH,0.658483545,stable,stable,AS,VU,2459,MAMMALIA,Carnivore,Pardofelis marmorata-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Pardofelis temminckii-BBS,Pardofelis temminckii,BBS,-0.23424609,stable,stable,AS,NT,12500,MAMMALIA,Carnivore,Pardofelis temminckii-BBS,4,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,low,fair,settled
Pardofelis temminckii-NAK,Pardofelis temminckii,NAK,0.13571061,stable,stable,AS,NT,12500,MAMMALIA,Carnivore,Pardofelis temminckii-NAK,4,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,high,fair,settled
Pardofelis temminckii-PSH,Pardofelis temminckii,PSH,1.93E-16,stable,stable,AS,NT,12500,MAMMALIA,Carnivore,Pardofelis temminckii-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Pecari tajacu-BCI,Pecari tajacu,BCI,-0.028309292,stable,stable,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu-BCI,4,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,low,fair,extractive
Pecari tajacu-CAX,Pecari tajacu,CAX,0.113114911,stable,stable,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu-CAX,3,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,low,good,remote
Pecari tajacu-COU,Pecari tajacu,COU,1.090261483,increasing,increasing,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Pecari tajacu-CSN,Pecari tajacu,CSN,-0.222653722,decreasing,decreasing,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Pecari tajacu-MAN,Pecari tajacu,MAN,-1.49E-15,stable,stable,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu-MAN,2,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,low,poor,extractive
Pecari tajacu-VB,Pecari tajacu,VB,0.033835248,stable,stable,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Pecari tajacu-YAN,Pecari tajacu,YAN,-0.351784521,stable,stable,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu-YAN,3,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,low,good,remote
Pecari tajacu-YAS,Pecari tajacu,YAS,0.314598783,stable,increasing,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Penelope jacquacu-COU,Penelope jacquacu,COU,-0.404282212,stable,stable,LA,LC,1460,AVES,Herbivore,Penelope jacquacu-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Penelope jacquacu-CSN,Penelope jacquacu,CSN,-0.542208275,decreasing,decreasing,LA,LC,1460,AVES,Herbivore,Penelope jacquacu-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Penelope jacquacu-YAN,Penelope jacquacu,YAN,0.791478246,increasing,increasing,LA,LC,1460,AVES,Herbivore,Penelope jacquacu-YAN,3,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,low,good,remote
Penelope jacquacu-YAS,Penelope jacquacu,YAS,0.292159828,stable,stable,LA,LC,1460,AVES,Herbivore,Penelope jacquacu-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Penelope pileata-CAX,Penelope pileata,CAX,1.93E-16,stable,stable,LA,VU,1260,AVES,Herbivore,Penelope pileata-CAX,3,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,low,good,remote
Penelope purpurascens-BCI,Penelope purpurascens,BCI,4.11E-17,stable,stable,LA,LC,1750,AVES,Herbivore,Penelope purpurascens-BCI,4,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,low,fair,extractive
Penelope purpurascens-VB,Penelope purpurascens,VB,-0.153850459,stable,stable,LA,LC,1750,AVES,Herbivore,Penelope purpurascens-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Penelope superciliaris-CAX,Penelope superciliaris,CAX,-0.862930592,stable,decreasing,LA,LC,1075,AVES,Herbivore,Penelope superciliaris-CAX,3,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,low,good,remote
Petrodromus tetradactylus-UDZ,Petrodromus tetradactylus,UDZ,0.112969683,stable,stable,AF,LC,188,MAMMALIA,Insectivore,Petrodromus tetradactylus-UDZ,5,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,low,good,extractive
Phataginus tricuspis-BIF,Phataginus tricuspis,BIF,-0.13571061,stable,stable,AF,NT,1800,MAMMALIA,Insectivore,Phataginus tricuspis-BIF,4,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,low,fair,settled
Phataginus tricuspis-KRP,Phataginus tricuspis,KRP,-0.590827631,stable,decreasing,AF,NT,1800,MAMMALIA,Insectivore,Phataginus tricuspis-KRP,3,II,7.810106716,0.123125996,8,0.12,98.65940566,0.087478738,99,0.09,high,poor,extractive
Phataginus tricuspis-NNN,Phataginus tricuspis,NNN,0.323578016,stable,increasing,AF,NT,1800,MAMMALIA,Insectivore,Phataginus tricuspis-NNN,5,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,low,fair,remote
Philander andersoni-YAS,Philander andersoni,YAS,-0.425039756,stable,stable,LA,LC,325,MAMMALIA,Omnivore,Philander andersoni-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Philander opossum-BCI,Philander opossum,BCI,-0.081852097,stable,stable,LA,LC,421,MAMMALIA,Omnivore,Philander opossum-BCI,4,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,low,fair,extractive
Philander opossum-COU,Philander opossum,COU,1.484745502,increasing,increasing,LA,LC,421,MAMMALIA,Omnivore,Philander opossum-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Philander opossum-CSN,Philander opossum,CSN,-0.353952329,decreasing,decreasing,LA,LC,421,MAMMALIA,Omnivore,Philander opossum-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Philander opossum-MAN,Philander opossum,MAN,-0.289780709,stable,stable,LA,LC,421,MAMMALIA,Omnivore,Philander opossum-MAN,2,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,low,poor,extractive
Philander opossum-VB,Philander opossum,VB,-0.063309058,stable,stable,LA,LC,421,MAMMALIA,Omnivore,Philander opossum-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Philantomba monticola-KRP,Philantomba monticola,KRP,0.493970551,increasing,increasing,AF,LC,4600,MAMMALIA,Herbivore,Philantomba monticola-KRP,3,II,7.810106716,0.123125996,8,0.12,98.65940566,0.087478738,99,0.09,high,poor,extractive
Philantomba monticola-NNN,Philantomba monticola,NNN,-1.076372123,decreasing,decreasing,AF,LC,4600,MAMMALIA,Herbivore,Philantomba monticola-NNN,5,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,low,fair,remote
Picathartes oreas-KRP,Picathartes oreas,KRP,-0.261366508,stable,stable,AF,VU,225,AVES,Omnivore,Picathartes oreas-KRP,3,II,7.810106716,0.123125996,8,0.12,98.65940566,0.087478738,99,0.09,high,poor,extractive
Polyplectron bicalcaratum-NAK,Polyplectron bicalcaratum,NAK,-0.438284507,stable,stable,AS,LC,737,AVES,Omnivore,Polyplectron bicalcaratum-NAK,4,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,high,fair,settled
Potamochoerus larvatus-BIF,Potamochoerus larvatus,BIF,0.08265831,stable,stable,AF,LC,48781,MAMMALIA,Omnivore,Potamochoerus larvatus-BIF,4,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,low,fair,settled
Potamochoerus larvatus-RNF,Potamochoerus larvatus,RNF,0.49285555,increasing,increasing,AF,LC,48781,MAMMALIA,Omnivore,Potamochoerus larvatus-RNF,4,III,49.44455469,0.352613898,49,0.35,6935.974391,7.854582763,6936,7.85,low,fair,settled
Potamochoerus larvatus-UDZ,Potamochoerus larvatus,UDZ,0.040164719,stable,stable,AF,LC,48781,MAMMALIA,Omnivore,Potamochoerus larvatus-UDZ,5,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,low,good,extractive
Potamochoerus porcus-KRP,Potamochoerus porcus,KRP,0.10121734,stable,stable,AF,LC,70000,MAMMALIA,Omnivore,Potamochoerus porcus-KRP,3,II,7.810106716,0.123125996,8,0.12,98.65940566,0.087478738,99,0.09,high,poor,extractive
Potamochoerus porcus-NNN,Potamochoerus porcus,NNN,0.231522977,increasing,increasing,AF,LC,70000,MAMMALIA,Omnivore,Potamochoerus porcus-NNN,5,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,low,fair,remote
Presbytis siamensis-PSH,Presbytis siamensis,PSH,-0.392891191,stable,stable,AS,NT,6600,MAMMALIA,Herbivore,Presbytis siamensis-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Priodontes maximus-CAX,Priodontes maximus,CAX,0.653539336,stable,increasing,LA,VU,45360,MAMMALIA,Insectivore,Priodontes maximus-CAX,3,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,low,good,remote
Priodontes maximus-COU,Priodontes maximus,COU,-0.116403594,stable,stable,LA,VU,45360,MAMMALIA,Insectivore,Priodontes maximus-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Priodontes maximus-CSN,Priodontes maximus,CSN,-0.111879771,stable,stable,LA,VU,45360,MAMMALIA,Insectivore,Priodontes maximus-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Priodontes maximus-YAS,Priodontes maximus,YAS,0.230862404,stable,stable,LA,VU,45360,MAMMALIA,Insectivore,Priodontes maximus-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Prionailurus bengalensis-BBS,Prionailurus bengalensis,BBS,0.209323339,stable,stable,AS,LC,3300,MAMMALIA,Carnivore,Prionailurus bengalensis-BBS,4,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,low,fair,settled
Prionailurus bengalensis-NAK,Prionailurus bengalensis,NAK,0.053610732,stable,stable,AS,LC,3300,MAMMALIA,Carnivore,Prionailurus bengalensis-NAK,4,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,high,fair,settled
Prionailurus bengalensis-PSH,Prionailurus bengalensis,PSH,0.224687848,stable,stable,AS,LC,3300,MAMMALIA,Carnivore,Prionailurus bengalensis-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Prionailurus planiceps-PSH,Prionailurus planiceps,PSH,0.658483545,stable,stable,AS,EN,3533,MAMMALIA,Omnivore,Prionailurus planiceps-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Prionodon linsang-BBS,Prionodon linsang,BBS,-0.137454567,stable,stable,AS,LC,700,MAMMALIA,Carnivore,Prionodon linsang-BBS,4,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,low,fair,settled
Prionodon linsang-PSH,Prionodon linsang,PSH,-0.313325238,stable,stable,AS,LC,700,MAMMALIA,Carnivore,Prionodon linsang-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Procyon cancrivorus-BCI,Procyon cancrivorus,BCI,0.081852097,stable,stable,LA,LC,6950,MAMMALIA,Carnivore,Procyon cancrivorus-BCI,4,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,low,fair,extractive
Procyon cancrivorus-COU,Procyon cancrivorus,COU,0.493596942,stable,stable,LA,LC,6950,MAMMALIA,Carnivore,Procyon cancrivorus-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Procyon cancrivorus-CSN,Procyon cancrivorus,CSN,-0.105000828,stable,stable,LA,LC,6950,MAMMALIA,Carnivore,Procyon cancrivorus-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Procyon cancrivorus-YAN,Procyon cancrivorus,YAN,-0.843476913,stable,stable,LA,LC,6950,MAMMALIA,Carnivore,Procyon cancrivorus-YAN,3,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,low,good,remote
Procyon cancrivorus-YAS,Procyon cancrivorus,YAS,-0.209323339,stable,stable,LA,LC,6950,MAMMALIA,Carnivore,Procyon cancrivorus-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Procyon lotor-VB,Procyon lotor,VB,0.050709222,stable,stable,LA,LC,5525,MAMMALIA,Omnivore,Procyon lotor-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Proechimys brevicauda-COU,Proechimys brevicauda,COU,1.553402935,stable,stable,LA,LC,285,MAMMALIA,Omnivore,Proechimys brevicauda-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Proechimys cuvieri-CSN,Proechimys cuvieri,CSN,0.455377611,increasing,increasing,LA,LC,330,MAMMALIA,Omnivore,Proechimys cuvieri-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Proechimys guyannensis-CSN,Proechimys guyannensis,CSN,0.218671667,increasing,increasing,LA,LC,225,MAMMALIA,Omnivore,Proechimys guyannensis-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Proechimys semispinosus-BCI,Proechimys semispinosus,BCI,-0.396414745,decreasing,decreasing,LA,LC,361,MAMMALIA,Omnivore,Proechimys semispinosus-BCI,4,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,low,fair,extractive
Proechimys semispinosus-VB,Proechimys semispinosus,VB,-0.537549967,decreasing,decreasing,LA,LC,361,MAMMALIA,Omnivore,Proechimys semispinosus-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Proechimys steerei-CSN,Proechimys steerei,CSN,0.422096443,stable,stable,LA,LC,250,MAMMALIA,Omnivore,Proechimys steerei-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Protoxerus stangeri-NNN,Protoxerus stangeri,NNN,0.16143774,increasing,increasing,AF,LC,592,MAMMALIA,Herbivore,Protoxerus stangeri-NNN,5,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,low,fair,remote
Psophia crepitans-CSN,Psophia crepitans,CSN,0.198111267,increasing,increasing,LA,LC,1300,AVES,Omnivore,Psophia crepitans-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Psophia crepitans-MAN,Psophia crepitans,MAN,-1.628109302,stable,stable,LA,LC,1300,AVES,Omnivore,Psophia crepitans-MAN,2,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,low,poor,extractive
Psophia crepitans-YAS,Psophia crepitans,YAS,0.193528038,stable,increasing,LA,LC,1300,AVES,Omnivore,Psophia crepitans-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Psophia leucoptera-COU,Psophia leucoptera,COU,0.075039098,stable,stable,LA,LC,1250,AVES,Omnivore,Psophia leucoptera-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Psophia viridis-CAX,Psophia viridis,CAX,0.036910008,stable,stable,LA,EN,1100,AVES,Omnivore,Psophia viridis-CAX,3,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,low,good,remote
Pteronura brasiliensis-COU,Pteronura brasiliensis,COU,4.58E-16,stable,stable,LA,EN,24000,MAMMALIA,Carnivore,Pteronura brasiliensis-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Puma concolor-CAX,Puma concolor,CAX,0.382603735,stable,stable,LA,LC,51600,MAMMALIA,Carnivore,Puma concolor-CAX,3,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,low,good,remote
Puma concolor-COU,Puma concolor,COU,-0.205082353,stable,stable,LA,LC,51600,MAMMALIA,Carnivore,Puma concolor-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Puma concolor-CSN,Puma concolor,CSN,-0.203891966,decreasing,decreasing,LA,LC,51600,MAMMALIA,Carnivore,Puma concolor-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
